category_code,section,diagram,group_code,group_name,oem_number,quantity,production_period,applies_for_models,notes,engine_tokens,interchange_signal,confidence_gate,required_verification
010,Engine Main,PISTON & CRANKSHAFT,12213,BEARING SET-MAIN,12213AA140,*,01.10.1997 - 31.03.1998,EJ18E +EJ20# +EJ25D,-E/#2213361,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
010,Engine Main,PISTON & CRANKSHAFT,12213,BEARING SET-MAIN,12213AA150,*,01.10.1997 - 31.03.1998,EJ18E +EJ20# +EJ25D,-E/#2213361,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
010,Engine Main,PISTON & CRANKSHAFT,12213,BEARING SET-MAIN,12213AA160,01,01.03.1998 - 30.11.1998,EJ18E +EJ20# +EJ25D,E/#2213362-,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
010,Engine Main,PISTON & CRANKSHAFT,12213,BEARING SET-MAIN,12213AA170,*,01.03.1998 - 30.11.1998,EJ18E +EJ20# +EJ25D,E/#2213362-,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
010,Engine Main,PISTON & CRANKSHAFT,12213,BEARING SET-MAIN,12213AA180,*,01.03.1998 - 30.11.1998,EJ18E +EJ20# +EJ25D,E/#2213362-,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
010,Engine Main,PISTON & CRANKSHAFT,12213,BEARING SET-MAIN,12213AA190,*,01.03.1998 - 30.11.1998,EJ18E +EJ20# +EJ25D,E/#2213362-,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
010,Engine Main,PISTON & CRANKSHAFT,13021,SPROCKET-CRANKSHAFT,13021AA090,01,01.06.1997 - 31.10.1997,EJ20# +EJ25D,,EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
010,Engine Main,PISTON & CRANKSHAFT,13021,SPROCKET-CRANKSHAFT,13021AA091,01,01.11.1997 - 30.11.1998,EJ20# +EJ25D,,EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
010,Engine Main,PISTON & CRANKSHAFT,E50506,WOOD RUF KEY,804505060,01,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
010,Engine Main,PISTON & CRANKSHAFT,F32304,CIRCLIP-INNER,805323040,08,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
011,Engine Main,FLYWHEEL,12332,PLATE-DRIVE,12332AA032,01,01.06.1997 - 30.11.1998,AT.(EJ18E+EJ20E+EJ20D),,EJ18E;EJ20D;EJ20E,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
011,Engine Main,FLYWHEEL,12333,REINFORCEMENT-DRIVE PLATE,12333AA010,01,01.06.1997 - 30.11.1998,AT.(EJ18E+EJ20#+EJ25D),,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
011,Engine Main,FLYWHEEL,A21067,bolt,800210670,08,01.06.1997 - 30.11.1998,AT.(EJ18E+EJ20#+EJ25D),,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
011,Engine Main,FLYWHEEL,12332,PLATE-DRIVE,12332AA032,01,01.06.1997 - 30.11.1998,AT.(EJ18E+EJ20E+EJ20D),,EJ18E;EJ20D;EJ20E,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
011,Engine Main,FLYWHEEL,A21067,bolt,800210670,08,01.06.1997 - 30.11.1998,AT.(EJ18E+EJ20#+EJ25D),,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13202,VALVE-EXHAUST,13202AA350,08,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13207,SEAL-INTAKE VALVE,13207AA050,08,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13201,VALVE-INTAKE,13201AA340,08,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13227,SEAT-VALVE SPRING,13227AA050,16,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13211,SEAL-EXHAUST VALVE,13211AA050,08,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13217,SPRING-VALVE ENGINE,13217AA140,16,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13209,RETAINER-VALVE SPRING,13209AA071,16,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13210,COLLET-VALVE,13210AA020,32,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13228,LIFTER-VALVE,13228AA060,16,02.1997 - 11.1998,,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC080,*,02.1997 - 11.1998,T=1.92,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC680,*,02.1997 - 11.1998,T=2.74,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC760,*,02.1997 - 11.1998,T=2.90,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC750,*,02.1997 - 11.1998,T=2.88,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC740,*,02.1997 - 11.1998,T=2.86,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC730,*,02.1997 - 11.1998,T=2.84,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC720,*,02.1997 - 11.1998,T=2.82,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC710,*,02.1997 - 11.1998,T=2.80,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC700,*,02.1997 - 11.1998,T=2.78,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC690,*,02.1997 - 11.1998,T=2.76,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC670,*,02.1997 - 11.1998,T=2.72,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC780,*,02.1997 - 11.1998,T=2.94,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC660,*,02.1997 - 11.1998,T=2.70,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC650,*,02.1997 - 11.1998,T=2.69,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC640,*,02.1997 - 11.1998,T=2.68,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC630,*,02.1997 - 11.1998,T=2.67,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC620,*,02.1997 - 11.1998,T=2.66,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC610,*,02.1997 - 11.1998,T=2.65,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC600,*,02.1997 - 11.1998,T=2.64,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC590,*,02.1997 - 11.1998,T=2.63,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC580,*,02.1997 - 11.1998,T=2.62,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC770,*,02.1997 - 11.1998,T=2.92,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC790,*,02.1997 - 11.1998,T=2.96,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC560,*,02.1997 - 11.1998,T=2.60,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AE020,*,02.1997 - 11.1998,T=2.27,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AC060,16,02.1997 - 11.1998,T=1.88,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
012,Engine Main,VALVE MECHANISM,13218,SHIM-VALVE,13218AE100,*,02.1997 - 11.1998,T=2.81,EJ25D,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
